date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:24:43	125/125	---M-Z	200	added ('OK')	text/plain	etag:%2213-1665613736;gz%22	https://angfuzsoft.com/robots.txt		(from )
14:24:45	41032/41032	---M-Z	200	added ('OK')	text/html	date:Thu,%2015%20Sep%202022%2005:41:09%20GMT	https://angfuzsoft.com/html/acadu/demo/index-6.html	D:/template/sembarang2/angfuzsoft.com/html/acadu/demo/index-6.html	(from )
14:24:45	2497/2497	---M--	200	added ('OK')	image/png	date:Thu,%2015%20Sep%202022%2005:42:54%20GMT	https://angfuzsoft.com/html/acadu/demo/assets/img/favicons/apple-icon-57x57.png	D:/template/sembarang2/angfuzsoft.com/html/acadu/demo/assets/img/favicons/apple-icon-57x57.png	(from https://angfuzsoft.com/html/acadu/demo/index-6.html)
14:24:45	2630/2630	---M--	200	added ('OK')	image/png	date:Thu,%2015%20Sep%202022%2005:42:54%20GMT	https://angfuzsoft.com/html/acadu/demo/assets/img/favicons/apple-icon-60x60.png	D:/template/sembarang2/angfuzsoft.com/html/acadu/demo/assets/img/favicons/apple-icon-60x60.png	(from https://angfuzsoft.com/html/acadu/demo/index-6.html)
14:24:46	3203/3203	---M--	200	added ('OK')	image/png	date:Thu,%2015%20Sep%202022%2005:42:54%20GMT	https://angfuzsoft.com/html/acadu/demo/assets/img/favicons/apple-icon-72x72.png	D:/template/sembarang2/angfuzsoft.com/html/acadu/demo/assets/img/favicons/apple-icon-72x72.png	(from https://angfuzsoft.com/html/acadu/demo/index-6.html)
14:24:47	3450/3450	---M--	200	added ('OK')	image/png	date:Thu,%2015%20Sep%202022%2005:42:54%20GMT	https://angfuzsoft.com/html/acadu/demo/assets/img/favicons/apple-icon-76x76.png	D:/template/sembarang2/angfuzsoft.com/html/acadu/demo/assets/img/favicons/apple-icon-76x76.png	(from https://angfuzsoft.com/html/acadu/demo/index-6.html)
14:24:49	5981/5981	---M--	200	added ('OK')	image/png	date:Thu,%2015%20Sep%202022%2005:42:52%20GMT	https://angfuzsoft.com/html/acadu/demo/assets/img/favicons/apple-icon-114x114.png	D:/template/sembarang2/angfuzsoft.com/html/acadu/demo/assets/img/favicons/apple-icon-114x114.png	(from https://angfuzsoft.com/html/acadu/demo/index-6.html)
14:24:51	8484/8484	---M--	200	added ('OK')	image/png	date:Thu,%2015%20Sep%202022%2005:42:52%20GMT	https://angfuzsoft.com/html/acadu/demo/assets/img/favicons/apple-icon-144x144.png	D:/template/sembarang2/angfuzsoft.com/html/acadu/demo/assets/img/favicons/apple-icon-144x144.png	(from https://angfuzsoft.com/html/acadu/demo/index-6.html)
14:24:51	6368/6368	---M--	200	added ('OK')	image/png	date:Thu,%2015%20Sep%202022%2005:42:52%20GMT	https://angfuzsoft.com/html/acadu/demo/assets/img/favicons/apple-icon-120x120.png	D:/template/sembarang2/angfuzsoft.com/html/acadu/demo/assets/img/favicons/apple-icon-120x120.png	(from https://angfuzsoft.com/html/acadu/demo/index-6.html)
14:24:53	9045/9045	---M--	200	added ('OK')	image/png	date:Thu,%2015%20Sep%202022%2005:42:53%20GMT	https://angfuzsoft.com/html/acadu/demo/assets/img/favicons/apple-icon-152x152.png	D:/template/sembarang2/angfuzsoft.com/html/acadu/demo/assets/img/favicons/apple-icon-152x152.png	(from https://angfuzsoft.com/html/acadu/demo/index-6.html)
14:24:54	13272/13272	---M--	200	added ('OK')	image/png	date:Thu,%2015%20Sep%202022%2005:42:52%20GMT	https://angfuzsoft.com/html/acadu/demo/assets/img/favicons/android-icon-192x192.png	D:/template/sembarang2/angfuzsoft.com/html/acadu/demo/assets/img/favicons/android-icon-192x192.png	(from https://angfuzsoft.com/html/acadu/demo/index-6.html)
14:24:55	1513/1513	---M--	200	added ('OK')	image/png	date:Thu,%2015%20Sep%202022%2005:42:56%20GMT	https://angfuzsoft.com/html/acadu/demo/assets/img/favicons/favicon-32x32.png	D:/template/sembarang2/angfuzsoft.com/html/acadu/demo/assets/img/favicons/favicon-32x32.png	(from https://angfuzsoft.com/html/acadu/demo/index-6.html)
14:24:55	11875/11875	---M--	200	added ('OK')	image/png	date:Thu,%2015%20Sep%202022%2005:42:53%20GMT	https://angfuzsoft.com/html/acadu/demo/assets/img/favicons/apple-icon-180x180.png	D:/template/sembarang2/angfuzsoft.com/html/acadu/demo/assets/img/favicons/apple-icon-180x180.png	(from https://angfuzsoft.com/html/acadu/demo/index-6.html)
14:24:55	4705/4705	---M--	200	added ('OK')	image/png	date:Thu,%2015%20Sep%202022%2005:42:56%20GMT	https://angfuzsoft.com/html/acadu/demo/assets/img/favicons/favicon-96x96.png	D:/template/sembarang2/angfuzsoft.com/html/acadu/demo/assets/img/favicons/favicon-96x96.png	(from https://angfuzsoft.com/html/acadu/demo/index-6.html)
14:24:56	705/705	---M--	200	added ('OK')	image/png	date:Thu,%2015%20Sep%202022%2005:42:55%20GMT	https://angfuzsoft.com/html/acadu/demo/assets/img/favicons/favicon-16x16.png	D:/template/sembarang2/angfuzsoft.com/html/acadu/demo/assets/img/favicons/favicon-16x16.png	(from https://angfuzsoft.com/html/acadu/demo/index-6.html)
14:24:56	720/720	---M-Z	200	added ('OK')	application/json	date:Thu,%2015%20Sep%202022%2005:42:57%20GMT	https://angfuzsoft.com/html/acadu/demo/assets/img/favicons/manifest.json	D:/template/sembarang2/angfuzsoft.com/html/acadu/demo/assets/img/favicons/manifest.json	(from https://angfuzsoft.com/html/acadu/demo/index-6.html)
14:24:59	8484/8484	---M--	200	added ('OK')	image/png	date:Thu,%2015%20Sep%202022%2005:42:58%20GMT	https://angfuzsoft.com/html/acadu/demo/assets/img/favicons/ms-icon-144x144.png	D:/template/sembarang2/angfuzsoft.com/html/acadu/demo/assets/img/favicons/ms-icon-144x144.png	(from https://angfuzsoft.com/html/acadu/demo/index-6.html)
14:25:01	200792/200792	---M-Z	200	added ('OK')	text/css	date:Thu,%2015%20Sep%202022%2005:41:16%20GMT	https://angfuzsoft.com/html/acadu/demo/assets/css/app.min.css	D:/template/sembarang2/angfuzsoft.com/html/acadu/demo/assets/css/app.min.css	(from https://angfuzsoft.com/html/acadu/demo/index-6.html)
14:25:14	454857/454857	---M-Z	200	added ('OK')	text/css	date:Thu,%2015%20Sep%202022%2005:41:16%20GMT	https://angfuzsoft.com/html/acadu/demo/assets/css/fontawesome.min.css	D:/template/sembarang2/angfuzsoft.com/html/acadu/demo/assets/css/fontawesome.min.css	(from https://angfuzsoft.com/html/acadu/demo/index-6.html)
14:29:45	2679/2679	---M--	200	added ('OK')	image/png	date:Thu,%2015%20Sep%202022%2005:43:19%20GMT	https://angfuzsoft.com/html/acadu/demo/assets/img/hero/shape_2_5.png	D:/template/sembarang2/angfuzsoft.com/html/acadu/demo/assets/img/hero/shape_2_5.png	(from https://angfuzsoft.com/html/acadu/demo/index-6.html)
